import time: self [us] | cumulative | imported package
import time:    831093 |     888263 |                       aiohttp.helpers
import time:      6263 |       6263 |                       aiohttp.tcp_helpers
import time:     14939 |     926448 |                     aiohttp.base_protocol
import time:      2413 |       2413 |                       brotlicffi
import time:      2280 |       2280 |                       brotli
import time:      2425 |       2425 |                         backports
import time:       387 |       2811 |                       backports.zstd
import time:      6968 |      14470 |                     aiohttp.compression_utils
import time:     13184 |      13184 |                         aiohttp._cookie_helpers
import time:      6409 |      19592 |                       aiohttp.abc
import time:      9582 |       9582 |                       aiohttp._http_writer
import time:     19599 |      48773 |                     aiohttp.http_writer
import time:     12409 |      12409 |                     aiohttp.streams
import time:     21324 |      21324 |                     aiohttp._http_parser
import time:     31330 |    1054751 |                   aiohttp.http_parser
import time:      3687 |       3687 |                       aiohttp._websocket
import time:     10647 |      10647 |                       aiohttp._websocket.models
import time:     10165 |      10165 |                       aiohttp._websocket.mask
import time:     14985 |      39482 |                     aiohttp._websocket.helpers
import time:     14008 |      14008 |                       aiohttp._websocket.reader_c
import time:      4867 |      18874 |                     aiohttp._websocket.reader
import time:      6914 |       6914 |                     aiohttp._websocket.writer
import time:      7527 |      72796 |                   aiohttp.http_websocket
import time:      9813 |    1158462 |                 aiohttp.http
import time:     15323 |      15323 |                 aiohttp.payload
import time:     10705 |      10705 |                     aiohttp.multipart
import time:      4453 |       4453 |                     aiohttp.formdata
import time:     20333 |      35490 |                   aiohttp.client_reqrep
import time:      7736 |      43225 |                 aiohttp.client_middlewares
import time:      8957 |       8957 |                 aiohttp.client_ws
import time:      4192 |       4192 |                       aiohappyeyeballs._staggered
